id,net_payment_count
202311merchant_15051,0.0
202312merchant_15051,0.0
202310merchant_15051,0.0
202311merchant_18633,0.0
202312merchant_18633,0.0
202310merchant_18633,0.0
202311merchant_66791,0.0
202312merchant_66791,0.0
202310merchant_66791,0.0
202311merchant_13067,0.0
202312merchant_13067,0.0
202310merchant_13067,0.0
202311merchant_44430,0.0
202312merchant_44430,0.0
202310merchant_44430,0.0
202311merchant_61015,0.0
202312merchant_61015,0.0
202310merchant_61015,0.0
202311merchant_51014,0.0
202312merchant_51014,0.0
202310merchant_51014,0.0
202311merchant_28394,0.0
202312merchant_28394,0.0
202310merchant_28394,0.0
202311merchant_20374,0.0
202312merchant_20374,0.0
202310merchant_20374,0.0
202311merchant_31879,0.0
202312merchant_31879,0.0
202310merchant_31879,0.0
202311merchant_33446,0.0
202312merchant_33446,0.0
202310merchant_33446,0.0
202311merchant_27145,0.0
202312merchant_27145,0.0
202310merchant_27145,0.0
202311merchant_29719,0.0
202312merchant_29719,0.0
202310merchant_29719,0.0
202311merchant_27480,0.0
202312merchant_27480,0.0
202310merchant_27480,0.0
202311merchant_49830,8.788201343013228
202312merchant_49830,8.829367896468527
202310merchant_49830,9.148202225224361
202311merchant_435,0.0
202312merchant_435,0.0
202310merchant_435,0.0
202311merchant_13909,0.0
202312merchant_13909,0.0
202310merchant_13909,0.0
202311merchant_50284,0.0
202312merchant_50284,0.0
202310merchant_50284,0.0
202311merchant_14636,0.0
202312merchant_14636,0.0
202310merchant_14636,0.0
202311merchant_33287,6.7645945402168435
202312merchant_33287,6.762753419009889
202310merchant_33287,6.811374908566776
202311merchant_13774,0.0
202312merchant_13774,0.0
202310merchant_13774,0.0
202311merchant_20039,0.0
202312merchant_20039,0.0
202310merchant_20039,0.0
202311merchant_46914,0.0
202312merchant_46914,0.0
202310merchant_46914,0.0
202311merchant_3338,0.0
202312merchant_3338,0.0
202310merchant_3338,0.0
202311merchant_42439,0.0
202312merchant_42439,0.0
202310merchant_42439,0.0
202311merchant_8935,0.0
202312merchant_8935,0.0
202310merchant_8935,0.0
202311merchant_63891,0.0
202312merchant_63891,0.0
202310merchant_63891,0.0
202311merchant_62723,0.0
202312merchant_62723,0.0
202310merchant_62723,0.0
202311merchant_46357,4.579135324978197
202312merchant_46357,4.57908625286455
202310merchant_46357,4.583655381442249
202311merchant_33133,0.0
202312merchant_33133,0.0
202310merchant_33133,0.0
202311merchant_7934,0.0
202312merchant_7934,0.0
202310merchant_7934,0.0
202311merchant_23137,0.0
202312merchant_23137,0.0
202310merchant_23137,0.0
202311merchant_15979,0.0
202312merchant_15979,0.0
202310merchant_15979,0.0
202311merchant_2845,0.0
202312merchant_2845,0.0
202310merchant_2845,0.0
202311merchant_57542,0.0
202312merchant_57542,0.0
202310merchant_57542,0.0
202311merchant_45026,5.0
202312merchant_45026,5.0
202310merchant_45026,5.0
202311merchant_5138,0.0
202312merchant_5138,0.0
202310merchant_5138,0.0
202311merchant_15124,0.0
202312merchant_15124,0.0
202310merchant_15124,0.0
202311merchant_26574,0.0
202312merchant_26574,0.0
202310merchant_26574,0.0
202311merchant_19338,6.0588279767780095
202312merchant_19338,9.242596722197533
202310merchant_19338,10.665497254043764
202311merchant_43775,0.0
202312merchant_43775,0.0
202310merchant_43775,0.0
202311merchant_42488,0.0
202312merchant_42488,0.0
202310merchant_42488,0.0
202311merchant_1780,0.0
202312merchant_1780,0.0
202310merchant_1780,0.0
202311merchant_28793,0.0
202312merchant_28793,0.0
202310merchant_28793,0.0
202311merchant_67479,0.0
202312merchant_67479,0.0
202310merchant_67479,0.0
202311merchant_52874,0.0
202312merchant_52874,0.0
202310merchant_52874,0.0
202311merchant_50863,0.0
202312merchant_50863,0.0
202310merchant_50863,0.0
202311merchant_46887,0.0
202312merchant_46887,0.0
202310merchant_46887,0.0
202311merchant_40274,0.0
202312merchant_40274,0.0
202310merchant_40274,0.0
202311merchant_7353,0.0
202312merchant_7353,0.0
202310merchant_7353,0.0
202311merchant_3134,0.0
202312merchant_3134,0.0
202310merchant_3134,0.0
202311merchant_19225,0.0
202312merchant_19225,0.0
202310merchant_19225,0.0
202311merchant_52757,0.0
202312merchant_52757,0.0
202310merchant_52757,0.0
202311merchant_60323,0.0
202312merchant_60323,0.0
202310merchant_60323,0.0
202311merchant_392,0.0
202312merchant_392,0.0
202310merchant_392,0.0
202311merchant_66478,0.0
202312merchant_66478,0.0
202310merchant_66478,0.0
202311merchant_59142,0.0
202312merchant_59142,0.0
202310merchant_59142,0.0
202311merchant_61307,0.0
202312merchant_61307,0.0
202310merchant_61307,0.0
202311merchant_61379,0.0
202312merchant_61379,0.0
202310merchant_61379,0.0
202311merchant_41233,3.8877411779879703
202312merchant_41233,3.88533771625777
202310merchant_41233,3.903009235817793
202311merchant_60586,0.0
202312merchant_60586,0.0
202310merchant_60586,0.0
202311merchant_36120,0.0
202312merchant_36120,0.0
202310merchant_36120,0.0
202311merchant_51773,0.0
202312merchant_51773,0.0
202310merchant_51773,0.0
202311merchant_20643,5.75941088632592
202312merchant_20643,5.766046293188484
202310merchant_20643,5.833791993578654
202311merchant_45494,0.0
202312merchant_45494,0.0
202310merchant_45494,0.0
202311merchant_26827,0.0
202312merchant_26827,0.0
202310merchant_26827,0.0
202311merchant_45300,0.0
202312merchant_45300,0.0
202310merchant_45300,0.0
202311merchant_55404,0.0
202312merchant_55404,0.0
202310merchant_55404,0.0
202311merchant_20135,0.0
202312merchant_20135,0.0
202310merchant_20135,0.0
202311merchant_54540,0.0
202312merchant_54540,0.0
202310merchant_54540,0.0
202311merchant_57880,0.0
202312merchant_57880,0.0
202310merchant_57880,0.0
202311merchant_43655,0.0
202312merchant_43655,0.0
202310merchant_43655,0.0
202311merchant_54339,3.5456534344623063
202312merchant_54339,3.575542162099168
202310merchant_54339,3.689175482568096
202311merchant_55242,0.0
202312merchant_55242,0.0
202310merchant_55242,0.0
202311merchant_35235,0.0
202312merchant_35235,0.0
202310merchant_35235,0.0
202311merchant_64849,0.0
202312merchant_64849,0.0
202310merchant_64849,0.0
202311merchant_61944,0.0
202312merchant_61944,0.0
202310merchant_61944,0.0
202311merchant_48961,0.0
202312merchant_48961,0.0
202310merchant_48961,0.0
202311merchant_7234,0.0
202312merchant_7234,0.0
202310merchant_7234,0.0
202311merchant_55815,0.0
202312merchant_55815,0.0
202310merchant_55815,0.0
202311merchant_5206,0.0
202312merchant_5206,0.0
202310merchant_5206,0.0
202311merchant_27201,0.0
202312merchant_27201,0.0
202310merchant_27201,0.0
202311merchant_2507,0.0
202312merchant_2507,0.0
202310merchant_2507,0.0
202311merchant_61766,30.137424881295093
202312merchant_61766,30.269281375637757
202310merchant_61766,29.461805507454283
202311merchant_17204,4.911517615726874
202312merchant_17204,6.369233415070145
202310merchant_17204,7.0041817581392145
202311merchant_49922,3.8379732667713484
202312merchant_49922,3.5178749026134066
202310merchant_49922,3.399571371501911
202311merchant_65163,0.0
202312merchant_65163,0.0
202310merchant_65163,0.0
202311merchant_59317,0.0
202312merchant_59317,0.0
202310merchant_59317,0.0
202311merchant_26161,0.0
202312merchant_26161,0.0
202310merchant_26161,0.0
202311merchant_62497,0.0
202312merchant_62497,0.0
202310merchant_62497,0.0
202311merchant_17346,0.0
202312merchant_17346,0.0
202310merchant_17346,0.0
202311merchant_51169,0.0
202312merchant_51169,0.0
202310merchant_51169,0.0
202311merchant_7516,0.0
202312merchant_7516,0.0
202310merchant_7516,0.0
202311merchant_36185,0.0
202312merchant_36185,0.0
202310merchant_36185,0.0
202311merchant_62029,5.347664279957761
202312merchant_62029,5.347679681689881
202310merchant_62029,5.345357960207899
202311merchant_41074,0.0
202312merchant_41074,0.0
202310merchant_41074,0.0
202311merchant_58351,0.0
202312merchant_58351,0.0
202310merchant_58351,0.0
202311merchant_2275,0.0
202312merchant_2275,0.0
202310merchant_2275,0.0
202311merchant_60241,0.0
202312merchant_60241,0.0
202310merchant_60241,0.0
202311merchant_43015,0.0
202312merchant_43015,0.0
202310merchant_43015,0.0
202311merchant_8268,5.303728847571035
202312merchant_8268,5.308691695731067
202310merchant_8268,5.267306317895921
202311merchant_58399,0.0
202312merchant_58399,0.0
202310merchant_58399,0.0
202311merchant_31671,5.0
202312merchant_31671,5.0
202310merchant_31671,5.0
202311merchant_6672,0.0
202312merchant_6672,0.0
202310merchant_6672,0.0
202311merchant_8445,0.0
202312merchant_8445,0.0
202310merchant_8445,0.0
202311merchant_1281,0.0
202312merchant_1281,0.0
202310merchant_1281,0.0
202311merchant_52888,0.0
202312merchant_52888,0.0
202310merchant_52888,0.0
202311merchant_4240,5.245061568894279
202312merchant_4240,5.191357953690601
202310merchant_4240,5.015074479822047
202311merchant_27144,0.0
202312merchant_27144,0.0
202310merchant_27144,0.0
202311merchant_58376,11.32087829177013
202312merchant_58376,11.42181565872304
202310merchant_58376,11.558257910976602
202311merchant_61904,0.0
202312merchant_61904,0.0
202310merchant_61904,0.0
202311merchant_55318,17.0
202312merchant_55318,17.0
202310merchant_55318,17.0
202311merchant_12800,0.0
202312merchant_12800,0.0
202310merchant_12800,0.0
202311merchant_20873,0.0
202312merchant_20873,0.0
202310merchant_20873,0.0
202311merchant_36711,0.0
202312merchant_36711,0.0
202310merchant_36711,0.0
202311merchant_35125,0.0
202312merchant_35125,0.0
202310merchant_35125,0.0
202311merchant_15398,0.0
202312merchant_15398,0.0
202310merchant_15398,0.0
202311merchant_43810,23.0251199779991
202312merchant_43810,23.03064019169848
202310merchant_43810,22.86130471351977
202311merchant_34099,0.0
202312merchant_34099,0.0
202310merchant_34099,0.0
202311merchant_65926,0.0
202312merchant_65926,0.0
202310merchant_65926,0.0
202311merchant_59780,5.135664799753205
202312merchant_59780,5.1699999839506185
202310merchant_59780,5.223208539139889
202311merchant_63107,0.0
202312merchant_63107,0.0
202310merchant_63107,0.0
202311merchant_39800,0.0
202312merchant_39800,0.0
202310merchant_39800,0.0
202311merchant_66547,0.0
202312merchant_66547,0.0
202310merchant_66547,0.0
202311merchant_15642,0.0
202312merchant_15642,0.0
202310merchant_15642,0.0
202311merchant_59401,0.0
202312merchant_59401,0.0
202310merchant_59401,0.0
202311merchant_32514,0.0
202312merchant_32514,0.0
202310merchant_32514,0.0
202311merchant_53291,0.0
202312merchant_53291,0.0
202310merchant_53291,0.0
202311merchant_41106,0.0
202312merchant_41106,0.0
202310merchant_41106,0.0
202311merchant_66067,0.0
202312merchant_66067,0.0
202310merchant_66067,0.0
202311merchant_15518,0.0
202312merchant_15518,0.0
202310merchant_15518,0.0
202311merchant_47851,0.0
202312merchant_47851,0.0
202310merchant_47851,0.0
202311merchant_66827,0.0
202312merchant_66827,0.0
202310merchant_66827,0.0
202311merchant_18170,0.0
202312merchant_18170,0.0
202310merchant_18170,0.0
202311merchant_34887,0.0
202312merchant_34887,0.0
202310merchant_34887,0.0
202311merchant_30051,0.0
202312merchant_30051,0.0
202310merchant_30051,0.0
202311merchant_23512,32.33018853258768
202312merchant_23512,32.97929118217984
202310merchant_23512,29.695348998018844
202311merchant_11001,0.0
202312merchant_11001,0.0
202310merchant_11001,0.0
202311merchant_63507,0.0
202312merchant_63507,0.0
202310merchant_63507,0.0
202311merchant_17353,0.0
202312merchant_17353,0.0
202310merchant_17353,0.0
202311merchant_46235,5.430497100265205
202312merchant_46235,5.65759805538571
202310merchant_46235,6.12521964246854
202311merchant_12367,11.70374462213559
202312merchant_12367,8.335529036787396
202310merchant_12367,8.06155842492511
202311merchant_37463,0.0
202312merchant_37463,0.0
202310merchant_37463,0.0
202311merchant_51378,0.0
202312merchant_51378,0.0
202310merchant_51378,0.0
202311merchant_25761,18.32690473302409
202312merchant_25761,18.276046206970424
202310merchant_25761,18.488235424458008
202311merchant_57374,0.0
202312merchant_57374,0.0
202310merchant_57374,0.0
202311merchant_54674,0.0
202312merchant_54674,0.0
202310merchant_54674,0.0
202311merchant_37876,0.0
202312merchant_37876,0.0
202310merchant_37876,0.0
202311merchant_16275,0.0
202312merchant_16275,0.0
202310merchant_16275,0.0
202311merchant_9312,0.0
202312merchant_9312,0.0
202310merchant_9312,0.0
202311merchant_12407,0.0
202312merchant_12407,0.0
202310merchant_12407,0.0
202311merchant_67078,0.0
202312merchant_67078,0.0
202310merchant_67078,0.0
202311merchant_20118,0.0
202312merchant_20118,0.0
202310merchant_20118,0.0
202311merchant_65880,0.0
202312merchant_65880,0.0
202310merchant_65880,0.0
202311merchant_65622,0.0
202312merchant_65622,0.0
202310merchant_65622,0.0
202311merchant_57292,0.0
202312merchant_57292,0.0
202310merchant_57292,0.0
202311merchant_32129,0.0
202312merchant_32129,0.0
202310merchant_32129,0.0
202311merchant_57575,0.0
202312merchant_57575,0.0
202310merchant_57575,0.0
202311merchant_31688,0.0
202312merchant_31688,0.0
202310merchant_31688,0.0
202311merchant_20122,0.0
202312merchant_20122,0.0
202310merchant_20122,0.0
202311merchant_12228,0.0
202312merchant_12228,0.0
202310merchant_12228,0.0
202311merchant_12534,7.127397371927554
202312merchant_12534,7.822130957021953
202310merchant_12534,7.9321162405554935
202311merchant_15606,47.7657929784366
202312merchant_15606,48.002743296348505
202310merchant_15606,46.61257903998851
202311merchant_36785,0.0
202312merchant_36785,0.0
202310merchant_36785,0.0
202311merchant_727,0.0
202312merchant_727,0.0
202310merchant_727,0.0
202311merchant_20393,0.0
202312merchant_20393,0.0
202310merchant_20393,0.0
202311merchant_35352,63.67061117123648
202312merchant_35352,62.35748349593912
202310merchant_35352,57.32382151495566
202311merchant_21710,0.0
202312merchant_21710,0.0
202310merchant_21710,0.0
202311merchant_57993,0.0
202312merchant_57993,0.0
202310merchant_57993,0.0
202311merchant_45845,4.3836054355937035
202312merchant_45845,4.373479669017666
202310merchant_45845,4.457707571506749
202311merchant_36043,0.0
202312merchant_36043,0.0
202310merchant_36043,0.0
202311merchant_42864,0.0
202312merchant_42864,0.0
202310merchant_42864,0.0
202311merchant_36382,0.0
202312merchant_36382,0.0
202310merchant_36382,0.0
202311merchant_53826,0.0
202312merchant_53826,0.0
202310merchant_53826,0.0
202311merchant_13091,0.0
202312merchant_13091,0.0
202310merchant_13091,0.0
202311merchant_56277,0.0
202312merchant_56277,0.0
202310merchant_56277,0.0
202311merchant_10913,6.0
202312merchant_10913,6.0
202310merchant_10913,6.0
202311merchant_37147,0.0
202312merchant_37147,0.0
202310merchant_37147,0.0
202311merchant_17485,0.0
202312merchant_17485,0.0
202310merchant_17485,0.0
202311merchant_28773,0.0
202312merchant_28773,0.0
202310merchant_28773,0.0
202311merchant_57456,8.96621898887859
202312merchant_57456,9.026020217737448
202310merchant_57456,9.238349101150378
202311merchant_41830,0.0
202312merchant_41830,0.0
202310merchant_41830,0.0
202311merchant_12311,0.0
202312merchant_12311,0.0
202310merchant_12311,0.0
202311merchant_12964,0.0
202312merchant_12964,0.0
202310merchant_12964,0.0
202311merchant_56683,0.0
202312merchant_56683,0.0
202310merchant_56683,0.0
202311merchant_30378,17.0
202312merchant_30378,17.0
202310merchant_30378,17.0
202311merchant_37442,0.0
202312merchant_37442,0.0
202310merchant_37442,0.0
202311merchant_54376,0.0
202312merchant_54376,0.0
202310merchant_54376,0.0
202311merchant_8193,0.0
202312merchant_8193,0.0
202310merchant_8193,0.0
202311merchant_21773,0.0
202312merchant_21773,0.0
202310merchant_21773,0.0
202311merchant_29013,0.0
202312merchant_29013,0.0
202310merchant_29013,0.0
202311merchant_4054,0.0
202312merchant_4054,0.0
202310merchant_4054,0.0
202311merchant_55903,0.0
202312merchant_55903,0.0
202310merchant_55903,0.0
202311merchant_30831,0.0
202312merchant_30831,0.0
202310merchant_30831,0.0
202311merchant_38808,0.0
202312merchant_38808,0.0
202310merchant_38808,0.0
202311merchant_64750,0.0
202312merchant_64750,0.0
202310merchant_64750,0.0
202311merchant_10189,0.0
202312merchant_10189,0.0
202310merchant_10189,0.0
202311merchant_27449,0.0
202312merchant_27449,0.0
202310merchant_27449,0.0
202311merchant_25100,0.0
202312merchant_25100,0.0
202310merchant_25100,0.0
202311merchant_26288,0.0
202312merchant_26288,0.0
202310merchant_26288,0.0
202311merchant_26412,4.079682260659206
202312merchant_26412,4.0017294285705685
202310merchant_26412,4.311372678953133
202311merchant_36713,0.0
202312merchant_36713,0.0
202310merchant_36713,0.0
202311merchant_3602,14.572900621933936
202312merchant_3602,14.578596591009473
202310merchant_3602,14.481052754834172
202311merchant_48585,0.0
202312merchant_48585,0.0
202310merchant_48585,0.0
202311merchant_50176,0.0
202312merchant_50176,0.0
202310merchant_50176,0.0
202311merchant_16013,0.0
202312merchant_16013,0.0
202310merchant_16013,0.0
202311merchant_44288,0.0
202312merchant_44288,0.0
202310merchant_44288,0.0
202311merchant_44536,5.67643971059202
202312merchant_44536,5.675924841333518
202310merchant_44536,5.689091866152877
202311merchant_67410,0.0
202312merchant_67410,0.0
202310merchant_67410,0.0
202311merchant_51308,0.0
202312merchant_51308,0.0
202310merchant_51308,0.0
202311merchant_31933,0.0
202312merchant_31933,0.0
202310merchant_31933,0.0
202311merchant_35739,0.0
202312merchant_35739,0.0
202310merchant_35739,0.0
202311merchant_21796,0.0
202312merchant_21796,0.0
202310merchant_21796,0.0
202311merchant_12339,0.0
202312merchant_12339,0.0
202310merchant_12339,0.0
202311merchant_49924,0.0
202312merchant_49924,0.0
202310merchant_49924,0.0
202311merchant_60878,0.0
202312merchant_60878,0.0
202310merchant_60878,0.0
202311merchant_33587,19.235239524506905
202312merchant_33587,19.578597266466254
202310merchant_33587,21.09721626342877
202311merchant_28437,0.0
202312merchant_28437,0.0
202310merchant_28437,0.0
202311merchant_36178,0.0
202312merchant_36178,0.0
202310merchant_36178,0.0
202311merchant_46668,0.0
202312merchant_46668,0.0
202310merchant_46668,0.0
202311merchant_61042,0.0
202312merchant_61042,0.0
202310merchant_61042,0.0
202311merchant_6714,4.668453273809615
202312merchant_6714,4.725167042838544
202310merchant_6714,4.893570462950894
202311merchant_42434,0.0
202312merchant_42434,0.0
202310merchant_42434,0.0
202311merchant_36015,0.0
202312merchant_36015,0.0
202310merchant_36015,0.0
202311merchant_13242,0.0
202312merchant_13242,0.0
202310merchant_13242,0.0
202311merchant_64601,43.22302632632133
202312merchant_64601,43.81862975842607
202310merchant_64601,43.99148833121315
202311merchant_45402,0.0
202312merchant_45402,0.0
202310merchant_45402,0.0
202311merchant_26885,0.0
202312merchant_26885,0.0
202310merchant_26885,0.0
202311merchant_31411,0.0
202312merchant_31411,0.0
202310merchant_31411,0.0
202311merchant_30791,17.233143204138244
202312merchant_30791,18.76855226330139
202310merchant_30791,20.937578182411354
202311merchant_26188,49.06989138731711
